column,dtype,null_ratio,unique_count,unique_ratio,dominant_ratio,variance,drop_null,drop_constant,low_variance,almost_constant,candidate_to_drop,drop_reasons
Время ликвидации открытого горени,str,0.0552,408,0.9379,0.0552,1.0,False,False,False,False,False,[]
РТП со старшей должностью,str,0.0437,14,0.0322,0.5011,1.0,False,False,False,False,False,[]
РТП из первого прибывшего подразд,str,0.0414,13,0.0299,0.3839,1.0,False,False,False,False,False,[]
Время сообщения,str,0.0345,418,0.9609,0.0345,1.0,False,False,False,False,False,[]
Время прибытия 1-го ПП,str,0.0345,417,0.9586,0.0345,1.0,False,False,False,False,False,[]
УТП#1,str,0.0207,13,0.0299,0.6575,1.0,False,False,False,False,False,[]
Список участников тушения пожара,str,0.0207,36,0.0828,0.4851,1.0,False,False,False,False,False,[]
Время обнаружения,str,0.0184,426,0.9793,0.0184,1.0,False,False,False,False,False,[]
Состав земель,str,0.0,5,0.0115,0.8483,1.0,False,False,False,False,False,[]
Территория (НП) подвержена угрозе ,str,0.0,2,0.0046,0.8092,1.0,False,False,False,False,False,[]
Количество добровольных пожарных,int64,0.0,4,0.0092,0.8,0.6349382912230522,False,False,False,False,False,[]
"Количество условий, способствовав",int64,0.0,3,0.0069,0.7563,0.19628158271094862,False,False,False,False,False,[]
Форма собственности,str,0.0,3,0.0069,0.7356,1.0,False,False,False,False,False,[]
Пожар на территории СНТ/ДНП,str,0.0,2,0.0046,0.6851,1.0,False,False,False,False,False,[]
"Здания (сооружения), повреждено",int64,0.0,5,0.0115,0.6713,0.31413740134541024,False,False,False,False,False,[]
"Здания (сооружения), уничтожено",int64,0.0,8,0.0184,0.6667,1.393325917686318,False,False,False,False,False,[]
Пожар на открытой территории,str,0.0,2,0.0046,0.6276,1.0,False,False,False,False,False,[]
Территориальная принадлежность,str,0.0,17,0.0391,0.6161,1.0,False,False,False,False,False,[]
"Площадь м2, уничтожено",int64,0.0,66,0.1517,0.6,9595.580560411041,False,False,False,False,False,[]
Количество участников тушения пож,int64,0.0,4,0.0092,0.5724,0.34989141374013455,False,False,False,False,False,[]
Изделие (устройство),str,0.0,25,0.0575,0.5563,1.0,False,False,False,False,False,[]
Количество рангов пожаров в КУП,int64,0.0,2,0.0046,0.5218,0.2500979924784152,False,False,False,False,False,[]
Результат проверки по пожару,str,0.0,9,0.0207,0.5218,1.0,False,False,False,False,False,[]
Виновник пожара установлен,str,0.0,3,0.0069,0.4046,1.0,False,False,False,False,False,[]
"Площадь м2, повреждено",int64,0.0,59,0.1356,0.3379,52363839.62940835,False,False,False,False,False,[]
Причина пожара (общая),str,0.0,35,0.0805,0.3287,1.0,False,False,False,False,False,[]
Наименование объекта,str,0.0,116,0.2667,0.1517,1.0,False,False,False,False,False,[]
ОКТМО. Код,str,0.0,63,0.1448,0.1218,1.0,False,False,False,False,False,[]
ОКТМО. Текст,str,0.0,61,0.1402,0.1218,1.0,False,False,False,False,False,[]
Широта,float64,0.0,109,0.2506,0.1149,325.7570770770506,False,False,False,False,False,[]
Долгота,float64,0.0,110,0.2529,0.1149,19637863119232.008,False,False,False,False,False,[]
Удаленность от ближайшей ПЧ,int64,0.0,50,0.1149,0.0966,240.92240055087663,False,False,False,False,False,[]
Адрес,str,0.0,307,0.7057,0.0598,1.0,False,False,False,False,False,[]
Площадь пожара,int64,0.0,87,0.2,0.0529,52327345.47096775,False,False,False,False,False,[]
Дата возникновения пожара,str,0.0,232,0.5333,0.0322,1.0,False,False,False,False,False,[]
п/п,int64,0.0,435,1.0,0.0023,15805.0,False,False,False,False,False,[]
Идентификатор,int64,0.0,435,1.0,0.0023,13477084677.762669,False,False,False,False,False,[]
Номер КУП,str,0.0,435,1.0,0.0023,1.0,False,False,False,False,False,[]
